sequence,segment,bitrate_kbps,duration_s,size_bytes,psnr_y_db,source_file,sha256
DVB_VVC_UHD1_HFR,21,10026,0.96,1735908,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=29345873-31081780,48583cf713ddcbffea9b0ea17ff1e2ade455fb5608dff7091a44388a4562f9ca
DVB_VVC_UHD1_HFR,22,10026,0.96,1736372,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=31081781-32818152,e69cf4c7ab41e7b00e5e02e7b075c5c3a22c0f4946904aa778b1a0312b04a21a
DVB_VVC_UHD1_HFR,23,10026,0.96,1671830,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=32818153-34489982,2bed691bffeb04bb419e943bf486f918413ba5318cfdadc3c0898feae73e94a0
DVB_VVC_UHD1_HFR,24,10026,0.96,1693418,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=34489983-36183400,d6b77768a7448f6e17545fd60e43642f4287b7cf75a73aaf376cf4790cd8f271
DVB_VVC_UHD1_HFR,25,10026,0.96,1699111,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=36183401-37882511,6dde67392ce56b109d2f2deb00f2cc20671ce7d22b9073113de223b7cb836cf7
DVB_VVC_UHD1_HFR,26,10026,0.96,1632194,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=37882512-39514705,bd04101bb180af78ce28d72ff28cd4a92ae8a30a137552a1afd7b7fa7a9ac56b
DVB_VVC_UHD1_HFR,27,10026,0.96,1525924,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=39514706-41040629,e2a01d70b46dc782de6c41fc83614ffe708303f67b7e326f5d462e124aa9582e
DVB_VVC_UHD1_HFR,28,10026,0.96,1378112,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=41040630-42418741,b4fc7685385e63559e457a9edfab3053773177ce7edbf1c9fecbcd574ca91c93
DVB_VVC_UHD1_HFR,29,10026,0.96,1411930,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=42418742-43830671,80ff22d4e0de4702899ccda9d8bbdd49f6aecb056bd2189f064d878704b0df8c
DVB_VVC_UHD1_HFR,30,10026,0.96,1376298,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=43830672-45206969,c516d6c861c19317447e2ea9039109b9d1f1c2ed0ec2df855602be9c4be5b26c
DVB_VVC_UHD1_HFR,31,10026,0.96,1518193,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=45206970-46725162,b41c538a4966f097d08daf0ea30c43a5af3552c6ec97abb82fcd38ec7c8c4dde
DVB_VVC_UHD1_HFR,32,10026,0.96,779956,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=46725163-47505118,7a9aaa83280467536a74018356dbfa298f49ccd6e617f35bfa7b8bacbe982697
DVB_VVC_UHD1_HFR,33,10026,0.96,1012302,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=47505119-48517420,3af72d1d004f841b14aed6bcbdd6bf71c4becd351890a471f4b4bfa2e66df7b3
DVB_VVC_UHD1_HFR,34,10026,0.96,947908,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=48517421-49465328,a0ab13cebd5c9cdc01c7529f9a6e760f2267b235223ce76d094abfb8a72f24ea
DVB_VVC_UHD1_HFR,35,10026,0.96,927188,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=49465329-50392516,20a8c3892bf83462cb906724ab30e64f95aaebea22433a2030197536add51cea
DVB_VVC_UHD1_HFR,36,10026,0.96,908276,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=50392517-51300792,67c00d4b36d1c3944f6975bf9e7c3f338783ca5216195adf6b6bc49b115daf93
DVB_VVC_UHD1_HFR,37,10026,0.96,875797,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=51300793-52176589,408ba335ed50bae05776529b007a22b65bbe90d69093b08d84b46a395aab0ff7
DVB_VVC_UHD1_HFR,38,10026,0.96,893751,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=52176590-53070340,5fc67e737f32d7898b7116c7e7aa82f32307c2babe7ffa1f85892806e23f25e1
DVB_VVC_UHD1_HFR,39,10026,0.96,905254,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=53070341-53975594,01fafce742f6aca166342c9baec1c61ae18e7cf1cc595d9d01ce325d7175eac8
DVB_VVC_UHD1_HFR,40,10026,0.96,895338,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=53975595-54870932,9a99af6c7b914b1380fdd2e45a6c3cccc665e82437f05ba80e20b3938a6bb021
DVB_VVC_UHD1_HFR,41,10026,0.96,915871,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=54870933-55786803,96e388fbdab6344ac9c34c3e2584141131c10160676c72cf6209cdbc78cb8605
DVB_VVC_UHD1_HFR,42,10026,0.96,894925,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=55786804-56681728,feb4d631d85130e80a01619fd5021b9135e2f5c01e5ce6c2ab52674aeffe3b46
DVB_VVC_UHD1_HFR,43,10026,0.96,903605,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=56681729-57585333,dc7bbf5a34b9d64ddb6fbcea8c4566624fffa981d9634972030eec6c3b678de7
DVB_VVC_UHD1_HFR,44,10026,0.96,894347,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=57585334-58479680,4e8bbf9ab76a8bf53b403e14d9d90a15945b65ae23cccd86a1408bcf2d23f543
DVB_VVC_UHD1_HFR,45,10026,0.96,959070,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=58479681-59438750,746f8fdf514670af86496b4097e58bdc1375293dc64ebde351640f4d3820ff65
DVB_VVC_UHD1_HFR,46,10026,0.96,963471,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=59438751-60402221,deef2a145f79eee48a053a9c4494462a282c3fdaab568378d2c593cc8035a3d4
DVB_VVC_UHD1_HFR,47,10026,0.96,979651,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=60402222-61381872,0992c56ec784abf66ca6e27837875753eb41dfd45e6de513c4fd1c18dad0d642
DVB_VVC_UHD1_HFR,48,10026,0.96,990493,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=61381873-62372365,6410e70d413986135ae77abd3280b7f22f8cfcc0c5176b88673653039301cb2f
DVB_VVC_UHD1_HFR,49,10026,0.96,926626,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=62372366-63298991,1b56735c292031af63949eeafdb9a4d59bf78a7f223436778ce7472046080632
DVB_VVC_UHD1_HFR,50,10026,0.96,907912,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=63298992-64206903,5b2f9dc74f538af2a9ed1a2d42e53020cb2e32cf8b451342b10a949b3917798e
DVB_VVC_UHD1_HFR,51,10026,0.96,932329,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=64206904-65139232,9129d5a4f46e7fa9898971c1357e995f4f5a4f76b4c78670969990d2d3445af8
DVB_VVC_UHD1_HFR,52,10026,0.96,925836,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=65139233-66065068,611029127c69fea24d6f909d0129dff0e434be4a9f7cb7e00a69838577a8565a
DVB_VVC_UHD1_HFR,53,10026,0.96,916988,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=66065069-66982056,0fc4d1414292726a1930fe6729e64c244172683c3d1645ffdab28d051303432a
DVB_VVC_UHD1_HFR,54,10026,0.96,968710,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=66982057-67950766,88da24a569376201663f172b162bc35cf38033c2daee1485e7c2352ef791e666
DVB_VVC_UHD1_HFR,55,10026,0.96,983798,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=67950767-68934564,eb49f37d76d82b6d9f6aebfa367ec4f12729a5c6998e4ef332acb33d7f7244fb
DVB_VVC_UHD1_HFR,56,10026,0.96,984719,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=68934565-69919283,6a866c2a6b4afc07cae603b0a0d00869ebd1964a72a8ec0fa30d4bac2c8faa02
DVB_VVC_UHD1_HFR,57,10026,0.96,904132,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=69919284-70823415,c6bfed77e2b812aac82bfa2a2419f295e19dbf20d3c67156839cf208cc98e510
DVB_VVC_UHD1_HFR,58,10026,0.96,918609,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=70823416-71742024,aecbcf058d1beec130986347c7f8e8b8402b4e16a40c91ef249bc1d9027fab39
DVB_VVC_UHD1_HFR,59,10026,0.96,922321,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=71742025-72664345,dbf5581697455ffd8126c4b7ab53ba0d015fe244514b246c5830f752a326bbdb
DVB_VVC_UHD1_HFR,60,10026,0.96,944777,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=72664346-73609122,6ee85e57cd34797e89f9334f0220e44973db166b535bc255f3fcd77ecda2ef17
DVB_VVC_UHD1_HFR,61,10026,0.96,949427,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=73609123-74558549,9e335cd748b4173d05dd0e5dfb26b1d1e89ec2773415118f6cfff6eef6b8468f
DVB_VVC_UHD1_HFR,62,10026,0.79,695146,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-10Mbps.mp4#bytes=74558550-75253695,c5039be28b1d7c3aef37eef1d35bf5de46b4253894cb1029746ecb54f368a1db
DVB_VVC_UHD1_HFR,0,58015,0.65,4437736,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=1935-4439670,8f75336957735354ca9a81b4478946d1b8629c869bd88bdcd8c153fceccf5c8e
DVB_VVC_UHD1_HFR,1,58015,0.96,7615573,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=4439671-12055243,27ca520ffe6393386e6dfc996ad06487bbba4592a80a9043437db93047b739f4
DVB_VVC_UHD1_HFR,2,58015,0.96,7281291,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=12055244-19336534,d0fc90f97c161e77e58456d983040728f9725182c19036862a0589a0f97ac43f
DVB_VVC_UHD1_HFR,3,58015,0.96,6668748,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=19336535-26005282,4f59fb051e1f632ffa02f1febabbad5add8bf3c4f92b8c454107aeafacd209b7
DVB_VVC_UHD1_HFR,4,58015,0.96,6603643,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=26005283-32608925,50836a22137197dfeae75fcdea30ad300d0517d8e848e19707e1d3544aae9a63
DVB_VVC_UHD1_HFR,5,58015,0.96,6583479,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=32608926-39192404,ee0efe6e93b457c569f8dd4ff78c01ec9d98d103fa67fe51e559ddcd3bf58dba
DVB_VVC_UHD1_HFR,6,58015,0.96,6617075,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=39192405-45809479,81763660b148fe4880a1ef40dc01d03e9de73e7b10a182e1bd42c431a65f95b2
DVB_VVC_UHD1_HFR,7,58015,0.96,6787703,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=45809480-52597182,4baa1b255e36a75c978a89b918dd60c6207511d0249a951f055801fa319508d1
DVB_VVC_UHD1_HFR,8,58015,0.96,6779628,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=52597183-59376810,089d5717623255067f6c1c5df3289e23b8a043ec02a8f1eec31ab30cd91ff8de
DVB_VVC_UHD1_HFR,9,58015,0.96,6812720,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=59376811-66189530,7f666b3ced8b1d73410ffe39a657df72baca02c27bfed0b1eda4f8b20a2c2834
DVB_VVC_UHD1_HFR,10,58015,0.96,6911371,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=66189531-73100901,3fc4327eef43c003c8172e79934661e93df19dfbe287e5f4e1e6348a44c0adc2
DVB_VVC_UHD1_HFR,11,58015,0.96,6845980,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=73100902-79946881,9aaaee3739c0c30009a807564920f283cd00f94aceb10c55be128eb72efae5ba
DVB_VVC_UHD1_HFR,12,58015,0.96,6696863,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=79946882-86643744,f36af98d300cdc34936e1058561aaa082b7574e1053a237e6c55164bad34cc8b
DVB_VVC_UHD1_HFR,13,58015,0.96,6421533,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=86643745-93065277,af5a304e62fe66c4f56e60f96516982dc1e3e27833ef55cc7513147033c75229
DVB_VVC_UHD1_HFR,14,58015,0.96,6406989,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=93065278-99472266,58aab01ccd52761e319af6d14888f4de544c7bbc576f1e99c94189d353d4c2fc
DVB_VVC_UHD1_HFR,15,58015,0.96,6403940,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=99472267-105876206,41f71919356a3513dde3996c99b1d507686f8438bc44daf8f49f62655a7c38cd
DVB_VVC_UHD1_HFR,16,58015,0.96,6398210,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=105876207-112274416,28bd07db05ed85dfad158eb87acef909593cf0082c709c8eabe179fc77f41e22
DVB_VVC_UHD1_HFR,17,58015,0.96,6552795,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=112274417-118827211,8c7590afd769b5dcb61a59abf180a034279e91ae7409cf7141b796322330cd0c
DVB_VVC_UHD1_HFR,18,58015,0.96,6983461,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=118827212-125810672,8bb0f75e0e2919af058af3a2211fc77e5c7a94bf7f49b5e46f81646da28843b1
DVB_VVC_UHD1_HFR,19,58015,0.96,7467888,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=125810673-133278560,4d730f1e545da28ae3c1158ba3fb9ad4fbee79a95f93699ff0c567561b2f4239
DVB_VVC_UHD1_HFR,20,58015,0.96,7339740,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=133278561-140618300,9a0117745fbebc3381abe06ddb72d768f78063b4701e82ff83057b5676c70edd
DVB_VVC_UHD1_HFR,21,58015,0.96,7532490,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=140618301-148150790,94e57628cb9b79866913fccfcafa0e9b4264884249628b824970c54a37858ee0
DVB_VVC_UHD1_HFR,22,58015,0.96,7573339,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=148150791-155724129,3203a7acc72711d10dc02ebf6ab167168fccd09f286992ace6a97ccb404b0113
DVB_VVC_UHD1_HFR,23,58015,0.96,7619342,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=155724130-163343471,0bfcfe5abd8d028b14c0c9b832edd2dfac3b074532601efdb283c5c8a26b0d94
DVB_VVC_UHD1_HFR,24,58015,0.96,7657823,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=163343472-171001294,40f94c8ffdc31be4300b0bdd5b6f6b5cebf6b4a2baa239e242bda1110a55e11c
DVB_VVC_UHD1_HFR,25,58015,0.96,7579079,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=171001295-178580373,ea7fc5e0201edb4a9a84bfc435756bb841b34ae6f94a3bf44612c840a1358bb0
DVB_VVC_UHD1_HFR,26,58015,0.96,7475841,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=178580374-186056214,4d0ae782872ca85d968761b2aec7532c9b89dba51d529586a4b25093c048d7dc
DVB_VVC_UHD1_HFR,27,58015,0.96,7371950,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=186056215-193428164,9d1b8a5b3a67dd06374ad4bba808386da74f4370c440988813b9e15a96714e95
DVB_VVC_UHD1_HFR,28,58015,0.96,7226479,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=193428165-200654643,871c228e3663c3ca3b49418da2302d50c3ab3192dc5060a072f94be35e5d1966
DVB_VVC_UHD1_HFR,29,58015,0.96,7047441,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=200654644-207702084,dcde499e676d6cd1108ed6117cc0bb02cc1afc43a81917c5cf21698090516916
DVB_VVC_UHD1_HFR,30,58015,0.96,6920644,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=207702085-214622728,db46cf1fd0b965464a28c8dc9f84d04c3cfe6326b9aaa3167cb4720e46b1b493
DVB_VVC_UHD1_HFR,31,58015,0.96,6622808,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=214622729-221245536,50a23d227dafa7d85fed28a80a8ac02249a0f595a1ffaf5cd7f6b86e5a15ec4b
DVB_VVC_UHD1_HFR,32,58015,0.96,7452644,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=221245537-228698180,76dae659696f7c0d3128d2a4f374e8e5ab0a416849b76866d5fedddc47fe71d9
DVB_VVC_UHD1_HFR,33,58015,0.96,7238968,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=228698181-235937148,e483b6ec5cf0baa9eb35a2d9cc01ab1a42bb958a67b4f47e2253d8919ab8955a
DVB_VVC_UHD1_HFR,34,58015,0.96,6803341,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=235937149-242740489,003d5680aeea3e621c9cee29bc422100f0d9e7c78e405e1dfe0f40005b227803
DVB_VVC_UHD1_HFR,35,58015,0.96,6908605,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=242740490-249649094,aabc8c0f27dcd24e2b08e2be8ef5e6b0c7e225dcf56936dc190e8395b2442518
DVB_VVC_UHD1_HFR,36,58015,0.96,6884245,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=249649095-256533339,8c81c4120aa30e96f417df9ef3f35e6b82d52377cec8d68a95b193f36ddb4943
DVB_VVC_UHD1_HFR,37,58015,0.96,6792065,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=256533340-263325404,801f1a73db5ed0fe4de9ea3d240507db02795929adf0cb506263722631c70705
DVB_VVC_UHD1_HFR,38,58015,0.96,6715500,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=263325405-270040904,943c7b38c55b1b607f4e2958149be15ee49ec1d459eefecb86e94e96afa6899d
DVB_VVC_UHD1_HFR,39,58015,0.96,6726495,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=270040905-276767399,19dcb199e2319d356a45f7cff2985e26f8c0a34a0dfdfe8ab9abf02cb8bf2806
DVB_VVC_UHD1_HFR,40,58015,0.96,6706801,,vvc_uhd1_hfr-ClosedGOP-3840x2160_100fps-SDR-60s-58Mbps.mp4#bytes=276767400-283474200,5f8c5fa9e1b681a474ee65c79ce789c34b1d89c1904be8750b0ee7a9375ec67b
